job_id,title,role_bucket,skill
175485704,Software Engineer,Software Engineering,CSS
175485704,Software Engineer,Software Engineering,Communication
175485704,Software Engineer,Software Engineering,HTML
175485704,Software Engineer,Software Engineering,JavaScript
175485704,Software Engineer,Software Engineering,MySQL
175485704,Software Engineer,Software Engineering,PHP
2234533717,Full Stack Engineer,Software Engineering,AWS
2234533717,Full Stack Engineer,Software Engineering,Agile
2234533717,Full Stack Engineer,Software Engineering,Azure
2234533717,Full Stack Engineer,Software Engineering,CI/CD
2234533717,Full Stack Engineer,Software Engineering,Communication
2234533717,Full Stack Engineer,Software Engineering,Express
2234533717,Full Stack Engineer,Software Engineering,JavaScript
2234533717,Full Stack Engineer,Software Engineering,MongoDB
2234533717,Full Stack Engineer,Software Engineering,Node.js
2234533717,Full Stack Engineer,Software Engineering,PostgreSQL
2234533717,Full Stack Engineer,Software Engineering,Python
2234533717,Full Stack Engineer,Software Engineering,React
2234533717,Full Stack Engineer,Software Engineering,TypeScript
2314566469,Front end specialist,Software Engineering,Communication
2457183642,Quality Assurance Manager,Quality Assurance,Communication
2457183642,Quality Assurance Manager,Quality Assurance,Excel
2735151240,Intern- Business Analytics,Data & Analytics,Communication
2735151240,Intern- Business Analytics,Data & Analytics,Excel
2735151240,Intern- Business Analytics,Data & Analytics,Power BI
2735151240,Intern- Business Analytics,Data & Analytics,Tableau
3169712432,Salesforce Vlocity Developer,Software Engineering,Communication
3169712432,Salesforce Vlocity Developer,Software Engineering,Java
3169712432,Salesforce Vlocity Developer,Software Engineering,Jenkins
3169712432,Salesforce Vlocity Developer,Software Engineering,Postman
3366698309,Anaplan Developer,Software Engineering,Agile
3366698309,Anaplan Developer,Software Engineering,Communication
3366698309,Anaplan Developer,Software Engineering,Excel
3366698309,Anaplan Developer,Software Engineering,Oracle
3475933396,Senior Developer,Software Engineering,Agile
3475933396,Senior Developer,Software Engineering,Angular
3475933396,Senior Developer,Software Engineering,C#
3475933396,Senior Developer,Software Engineering,Communication
3475933396,Senior Developer,Software Engineering,HTML
3475933396,Senior Developer,Software Engineering,JavaScript
3475933396,Senior Developer,Software Engineering,Problem Solving
3475933396,Senior Developer,Software Engineering,SQL
3475933396,Senior Developer,Software Engineering,Scrum
3533320307,Java architect / Lead Java developer,Software Engineering,Java
3533320307,Java architect / Lead Java developer,Software Engineering,Microservices
3533320307,Java architect / Lead Java developer,Software Engineering,REST API
3533320307,Java architect / Lead Java developer,Software Engineering,React
3533320307,Java architect / Lead Java developer,Software Engineering,TypeScript
3586167732,Senior Software Engineer,Software Engineering,GCP
3586167732,Senior Software Engineer,Software Engineering,JavaScript
3586167732,Senior Software Engineer,Software Engineering,PostgreSQL
3586167732,Senior Software Engineer,Software Engineering,TypeScript
3681437990,Quality Assurance Specialist,Quality Assurance,Go
3710273988,Cybersecurity Test Engineer – Remote,Quality Assurance,AWS
3710273988,Cybersecurity Test Engineer – Remote,Quality Assurance,Agile
3710273988,Cybersecurity Test Engineer – Remote,Quality Assurance,GCP
3728459637,Principal Backend Engineer,Software Engineering,AWS
3728459637,Principal Backend Engineer,Software Engineering,CI/CD
3728459637,Principal Backend Engineer,Software Engineering,Communication
3728459637,Principal Backend Engineer,Software Engineering,Node.js
3728459637,Principal Backend Engineer,Software Engineering,TypeScript
3729754558,tester,Quality Assurance,Communication
3742692445,Sr Data Engineer with Kafka,Data & Analytics,AWS
3742692445,Sr Data Engineer with Kafka,Data & Analytics,ETL
3742692445,Sr Data Engineer with Kafka,Data & Analytics,Git
3742692445,Sr Data Engineer with Kafka,Data & Analytics,Linux
3742692445,Sr Data Engineer with Kafka,Data & Analytics,Python
3742692445,Sr Data Engineer with Kafka,Data & Analytics,SQL
3763494664,Help Desk Analyst,IT Support,Excel
3795134838,backend Java developer,Software Engineering,Communication
3795134838,backend Java developer,Software Engineering,Java
3795134838,backend Java developer,Software Engineering,Problem Solving
3795134838,backend Java developer,Software Engineering,React
3795134838,backend Java developer,Software Engineering,Spring
3797449314,Cloud Platform/ Big Data Engineer,Data & Analytics,AWS
3797449314,Cloud Platform/ Big Data Engineer,Data & Analytics,Azure
3797449314,Cloud Platform/ Big Data Engineer,Data & Analytics,C++
3797449314,Cloud Platform/ Big Data Engineer,Data & Analytics,Communication
3797449314,Cloud Platform/ Big Data Engineer,Data & Analytics,GCP
3797449314,Cloud Platform/ Big Data Engineer,Data & Analytics,Java
3797449314,Cloud Platform/ Big Data Engineer,Data & Analytics,Python
3797449314,Cloud Platform/ Big Data Engineer,Data & Analytics,R
3800272386,Data Science Software Engineer,Software Engineering,AWS
3800272386,Data Science Software Engineer,Software Engineering,Agile
3800272386,Data Science Software Engineer,Software Engineering,Azure
3800272386,Data Science Software Engineer,Software Engineering,CI/CD
3800272386,Data Science Software Engineer,Software Engineering,Communication
3800272386,Data Science Software Engineer,Software Engineering,Databricks
3800272386,Data Science Software Engineer,Software Engineering,Docker
3800272386,Data Science Software Engineer,Software Engineering,GCP
3800272386,Data Science Software Engineer,Software Engineering,Git
3800272386,Data Science Software Engineer,Software Engineering,Kubernetes
3800272386,Data Science Software Engineer,Software Engineering,Linux
3800272386,Data Science Software Engineer,Software Engineering,Microservices
3800272386,Data Science Software Engineer,Software Engineering,NumPy
3800272386,Data Science Software Engineer,Software Engineering,Python
3800272386,Data Science Software Engineer,Software Engineering,SQL
3800272386,Data Science Software Engineer,Software Engineering,pandas
3800989742,Data Engineer/ETL,Data & Analytics,AWS
3800989742,Data Engineer/ETL,Data & Analytics,CSS
3800989742,Data Engineer/ETL,Data & Analytics,Docker
3800989742,Data Engineer/ETL,Data & Analytics,Git
3800989742,Data Engineer/ETL,Data & Analytics,HTML
3800989742,Data Engineer/ETL,Data & Analytics,JavaScript
3800989742,Data Engineer/ETL,Data & Analytics,MySQL
3800989742,Data Engineer/ETL,Data & Analytics,Node.js
3800989742,Data Engineer/ETL,Data & Analytics,PHP
3800989742,Data Engineer/ETL,Data & Analytics,React
3800989742,Data Engineer/ETL,Data & Analytics,TypeScript
3802602037,Mobile Application Developer,Software Engineering,Agile
3802602037,Mobile Application Developer,Software Engineering,C++
3802602037,Mobile Application Developer,Software Engineering,Communication
3802602037,Mobile Application Developer,Software Engineering,Java
3802602037,Mobile Application Developer,Software Engineering,Python
3802602037,Mobile Application Developer,Software Engineering,R
3803052628,Flight Software Engineer,Software Engineering,C++
3803052628,Flight Software Engineer,Software Engineering,Linux
3813645405,Data Analyst,Data & Analytics,Communication
3813645405,Data Analyst,Data & Analytics,Python
3813645405,Data Analyst,Data & Analytics,R
3813645405,Data Analyst,Data & Analytics,SQL
3815847830,Staff Software Engineer (AHT),Software Engineering,Agile
3815847830,Staff Software Engineer (AHT),Software Engineering,Communication
3819416106,Full Stack Engineer,Software Engineering,JavaScript
3827923756,Lead Dotnet Developer,Software Engineering,C#
3827923756,Lead Dotnet Developer,Software Engineering,SQL
3827945924,Software Engineer,Software Engineering,Bootstrap
3827945924,Software Engineer,Software Engineering,C#
3827945924,Software Engineer,Software Engineering,CSS
3827945924,Software Engineer,Software Engineering,Communication
3827945924,Software Engineer,Software Engineering,Git
3827945924,Software Engineer,Software Engineering,HTML
3827945924,Software Engineer,Software Engineering,JavaScript
3827945924,Software Engineer,Software Engineering,REST API
3827945924,Software Engineer,Software Engineering,SQL
3833295504,🚀 Join Our Team as a Senior iOS Developer at ABHI IT SYSTEMS INC 🌐 🚀,Software Engineering,Agile
3833295504,🚀 Join Our Team as a Senior iOS Developer at ABHI IT SYSTEMS INC 🌐 🚀,Software Engineering,CI/CD
3833295504,🚀 Join Our Team as a Senior iOS Developer at ABHI IT SYSTEMS INC 🌐 🚀,Software Engineering,Communication
3833295504,🚀 Join Our Team as a Senior iOS Developer at ABHI IT SYSTEMS INC 🌐 🚀,Software Engineering,Git
3833295504,🚀 Join Our Team as a Senior iOS Developer at ABHI IT SYSTEMS INC 🌐 🚀,Software Engineering,Swift
3835965860,Full Stack Engineer,Software Engineering,AWS
3835965860,Full Stack Engineer,Software Engineering,Angular
3835965860,Full Stack Engineer,Software Engineering,Node.js
3835965860,Full Stack Engineer,Software Engineering,React
3841963841,Frontend Engineer,Software Engineering,Git
3841963841,Frontend Engineer,Software Engineering,JavaScript
3841963841,Frontend Engineer,Software Engineering,React
3844032378,Cloud / .NET Developer,Software Engineering,Azure
3844032378,Cloud / .NET Developer,Software Engineering,C#
3848811947,Senior Business Application Developer,Software Engineering,Communication
3848811947,Senior Business Application Developer,Software Engineering,Oracle
3848811947,Senior Business Application Developer,Software Engineering,SQL
3848960304,Senior Machine Learning Research Engineer,Data & Analytics,Deep Learning
3848960304,Senior Machine Learning Research Engineer,Data & Analytics,Machine Learning
3848960304,Senior Machine Learning Research Engineer,Data & Analytics,PyTorch
3848960304,Senior Machine Learning Research Engineer,Data & Analytics,Python
3851131508,IT Support Specialist,IT Support,Communication
3851131508,IT Support Specialist,IT Support,Linux
3851783898,Landscape Construction Business Developer,Software Engineering,Communication
3855427832,Dotnet Developer,Software Engineering,Agile
3855427832,Dotnet Developer,Software Engineering,Angular
3855427832,Dotnet Developer,Software Engineering,JavaScript
3855427832,Dotnet Developer,Software Engineering,Oracle
3855427832,Dotnet Developer,Software Engineering,React
3855427832,Dotnet Developer,Software Engineering,SQL
3857386463,Java full Stack Engineer,Software Engineering,Java
3857386463,Java full Stack Engineer,Software Engineering,Spring
3857386463,Java full Stack Engineer,Software Engineering,Spring Boot
3857541512,Full stack Azure .Net,Software Engineering,Agile
3857541512,Full stack Azure .Net,Software Engineering,Angular
3857541512,Full stack Azure .Net,Software Engineering,Azure
3857541512,Full stack Azure .Net,Software Engineering,Communication
3857541512,Full stack Azure .Net,Software Engineering,Docker
3857541512,Full stack Azure .Net,Software Engineering,Java
3857541512,Full stack Azure .Net,Software Engineering,JavaScript
3857541512,Full stack Azure .Net,Software Engineering,Kubernetes
3857541512,Full stack Azure .Net,Software Engineering,Microservices
3857541512,Full stack Azure .Net,Software Engineering,Project Management
3857541512,Full stack Azure .Net,Software Engineering,React
3857541512,Full stack Azure .Net,Software Engineering,SQL
3857848893,DevOps Engineer,DevOps & Cloud,Angular
3857848893,DevOps Engineer,DevOps & Cloud,Azure
3857848893,DevOps Engineer,DevOps & Cloud,CI/CD
3857848893,DevOps Engineer,DevOps & Cloud,Docker
3857848893,DevOps Engineer,DevOps & Cloud,Git
3857848893,DevOps Engineer,DevOps & Cloud,Java
3857848893,DevOps Engineer,DevOps & Cloud,JavaScript
3857848893,DevOps Engineer,DevOps & Cloud,Kubernetes
3857848893,DevOps Engineer,DevOps & Cloud,Linux
3857848893,DevOps Engineer,DevOps & Cloud,Node.js
3857848893,DevOps Engineer,DevOps & Cloud,Spring
3860823414,AS400 Developer,Software Engineering,Communication
3862488328,Learning Experience Designer/Developer II,Software Engineering,Communication
3862488328,Learning Experience Designer/Developer II,Software Engineering,Project Management
3863028624,Webmethods Developer,Software Engineering,Java
3863028624,Webmethods Developer,Software Engineering,Oracle
3863028624,Webmethods Developer,Software Engineering,SQL
3863046603,AWS Cloud Architect (W2 Only),DevOps & Cloud,AWS
3863046603,AWS Cloud Architect (W2 Only),DevOps & Cloud,Azure
3863046603,AWS Cloud Architect (W2 Only),DevOps & Cloud,CI/CD
3863046603,AWS Cloud Architect (W2 Only),DevOps & Cloud,Docker
3863046603,AWS Cloud Architect (W2 Only),DevOps & Cloud,Linux
3863046603,AWS Cloud Architect (W2 Only),DevOps & Cloud,Python
3863046603,AWS Cloud Architect (W2 Only),DevOps & Cloud,Terraform
3863610227,Software Engineer in Test Automation,Software Engineering,Agile
3863610227,Software Engineer in Test Automation,Software Engineering,C#
3863610227,Software Engineer in Test Automation,Software Engineering,CI/CD
3863610227,Software Engineer in Test Automation,Software Engineering,CSS
3863610227,Software Engineer in Test Automation,Software Engineering,Communication
3863610227,Software Engineer in Test Automation,Software Engineering,Git
3863610227,Software Engineer in Test Automation,Software Engineering,GraphQL
3863610227,Software Engineer in Test Automation,Software Engineering,HTML
